"","wunifrac.PC.1","wunifrac.PC.2","wunifrac.PC.3","wunifrac.PC.4"
"L3.Protein.kinases",4.06806154758615e-08,-1.180517345767e-07,8.20060762260409e-08,1.48109786455297e-07
"L3.Protein.processing.in.endoplasmic.reticulum",-6.97978637184471e-06,-7.37348073389822e-07,1.09799689277188e-06,1.29715855951134e-06
"L3.Proximal.tubule.bicarbonate.reclamation",-1.55030734285737e-06,-5.84834778339555e-07,1.29703580719624e-06,1.28024850599121e-06
"L3.Purine.metabolism",2.54181700101625e-08,6.03333593265792e-09,3.94026602615728e-08,3.85492758175949e-08
"L3.Pyrimidine.metabolism",2.9617430507782e-08,1.92455656505495e-08,5.31533721994922e-08,5.18607757381527e-08
"L3.Pyruvate.metabolism",-1.3066321812359e-08,-2.28239255332974e-08,5.47388889630984e-08,6.01090474788086e-08
"L3.RIG.I.like.receptor.signaling.pathway",-1.126106277089e-05,3.15984914145888e-06,-5.27880574192617e-06,1.63111675566654e-05
"L3.RNA.degradation",-1.5332958079201e-07,-1.43659645243268e-08,2.58380249983203e-07,2.2964610160555e-07
"L3.RNA.polymerase",1.35944087730148e-06,4.42173484437732e-07,5.09044889528393e-07,4.34165657598597e-07
"L3.RNA.transport",5.42527661138791e-07,-7.57724016313925e-08,2.51724871919929e-07,6.2891314039784e-07
"L3.Regulation.of.actin.cytoskeleton",NA,NA,NA,NA
"L3.Renal.cell.carcinoma",3.83139456244831e-06,1.33638473555088e-06,4.38523021170733e-06,3.49227993447667e-06
"L3.Renin.angiotensin.system",0.000717931799316569,-0.000121611259989373,-0.000244191064441186,0.000355134797745519
"L3.Replication..recombination.and.repair.proteins",7.43340761557951e-08,-3.00260016349195e-09,8.39882245272081e-08,1.52124167433769e-07
"L3.Restriction.enzyme",-5.00888403766728e-07,-1.30701773353739e-07,5.08417077746881e-07,2.70434858170332e-07
"L3.Retinol.metabolism",4.68072880807979e-07,-1.2988934718239e-06,4.92871055265512e-07,6.02375271365563e-07
"L3.Rheumatoid.arthritis",NA,NA,NA,NA
"L3.Riboflavin.metabolism",-1.94722148780392e-07,-5.41147187890533e-08,2.42521053012004e-07,3.32565819888213e-07
"L3.Ribosome",5.45998504951156e-08,2.91433078982531e-08,4.90585047154352e-08,4.20315852570522e-08
"L3.Ribosome.Biogenesis",5.3475500562204e-08,1.29795343765288e-08,5.95773658219762e-08,6.48633501263524e-08
"L3.Ribosome.biogenesis.in.eukaryotes",3.32454401485873e-06,-1.64028067020534e-07,1.63945986642457e-06,1.6165838367141e-06
"L3.Salivary.secretion",NA,NA,NA,NA
"L3.Secondary.bile.acid.biosynthesis",-5.04640556533989e-06,-3.01433261914775e-06,4.02941929088903e-06,9.62800353490807e-07
"L3.Secretion.system",1.00598540115086e-08,-1.73421570208212e-08,2.37159454625335e-08,3.58313791673949e-08
"L3.Selenocompound.metabolism",1.89944721491301e-08,-3.2016600932048e-08,1.80002841274068e-07,1.9055070599879e-07
"L3.Sesquiterpenoid.biosynthesis",NA,NA,NA,NA
"L3.Shigellosis",0.00902836332882099,-0.0138049435313759,0.00133506128283207,0.0136431583176242
"L3.Signal.transduction.mechanisms",-1.07480303115727e-08,-2.06938606496129e-08,1.05322636272267e-07,1.79168636432035e-07
"L3.Small.cell.lung.cancer",0.00359027868092285,0.000140136333234755,8.4704536689392e-05,-0.000198794055250567
"L3.Sphingolipid.metabolism",-1.68152623580839e-06,-3.91873087513208e-07,3.52240780898533e-07,-3.52284687782974e-08
"L3.Spliceosome",NA,NA,NA,NA
"L3.Sporulation",-1.09764697374441e-07,1.3196758913104e-07,-6.42982223742952e-08,1.68052788221333e-07
"L3.Staphylococcus.aureus.infection",2.45492164965682e-06,2.38519993763216e-07,-1.40543249697035e-07,-5.20803690717988e-07
"L3.Starch.and.sucrose.metabolism",-1.18723404626964e-07,-5.47899825730745e-08,6.07539107980541e-08,6.60090190867036e-08
"L3.Steroid.biosynthesis",0.000892002560819739,7.34364965309992e-05,-5.09999441629785e-05,-9.68621945159923e-07
"L3.Steroid.hormone.biosynthesis",-6.30406533770507e-06,-2.34495641931219e-06,2.73035662947065e-06,7.43947482034864e-07
"L3.Stilbenoid..diarylheptanoid.and.gingerol.biosynthesis",3.54367309754435e-06,-1.02453488799336e-06,-1.45758100017327e-06,5.06281141592473e-06
"L3.Streptomycin.biosynthesis",-4.33487801237572e-07,-2.27531692090824e-07,2.73257400697377e-07,7.27498891568673e-08
"L3.Styrene.degradation",-3.85163069966226e-07,-6.49444642298553e-07,4.13844865217684e-07,6.61640916206218e-07
"L3.Sulfur.metabolism",-2.78217539314835e-07,-1.28342633940334e-07,2.66294463782068e-07,2.34459120992061e-07
"L3.Sulfur.relay.system",-2.73985805926147e-08,-7.24427675697709e-08,1.12096885837865e-07,2.39787037683845e-07
"L3.Synthesis.and.degradation.of.ketone.bodies",1.42111038417317e-06,3.64729538585563e-07,9.11190509928758e-07,1.65963276381956e-06
"L3.Systemic.lupus.erythematosus",-0.000103127623064047,-7.53883290289474e-05,5.50754647937479e-05,7.98933067735854e-05
"L3.TGF.beta.signaling.pathway",NA,NA,NA,NA
"L3.Taurine.and.hypotaurine.metabolism",-1.8687405966324e-07,-1.95516781488637e-07,7.64366387575463e-07,4.74421018489566e-07
"L3.Terpenoid.backbone.biosynthesis",-2.18347795271944e-08,1.19756967546535e-07,2.13929616237287e-07,2.09610506295209e-07
"L3.Tetracycline.biosynthesis",3.20012246289053e-07,9.86601298399440e-09,3.80399538647676e-08,5.8995839105527e-07
"L3.Thiamine.metabolism",2.11369358499042e-08,-5.00182750753326e-09,1.6557555920815e-07,2.07550007759668e-07
"L3.Tight.junction",NA,NA,NA,NA
"L3.Toluene.degradation",1.85748301798904e-07,-1.57150400201723e-07,2.3418112686247e-08,2.34155668589686e-07
"L3.Toxoplasmosis",0.00359027868092285,0.000140136333234755,8.4704536689392e-05,-0.000198794055250567
"L3.Transcription.factors",-5.8107638675818e-09,-1.06188953521018e-08,1.46720228457878e-08,3.0117653091567e-08
"L3.Transcription.machinery",-3.22706467084021e-07,-1.10822376305647e-08,1.17758158030241e-07,1.40246172438647e-07
"L3.Transcription.related.proteins",-7.81129825273788e-07,-1.4021779026954e-06,9.20684069209525e-07,1.65911103071941e-06
"L3.Translation.factors",8.1631762425449e-08,9.0261387160072e-08,2.14589108135599e-07,1.99238536397245e-07
"L3.Translation.proteins",4.68453043872313e-08,2.25484171193788e-08,8.95404012141182e-08,1.06835191054626e-07
"L3.Transporters",5.53278761075399e-09,-2.21051370089291e-09,5.14243773054899e-09,8.36714051680745e-09
"L3.Tropane..piperidine.and.pyridine.alkaloid.biosynthesis",-6.81450058549057e-07,-9.40398489613514e-08,5.18391061514412e-07,7.48480191934807e-07
"L3.Tryptophan.metabolism",-9.97779006839775e-08,-1.23573073365306e-07,1.22168717469851e-07,1.84889036662762e-07
"L3.Tuberculosis",6.71819252212322e-07,2.05503030483365e-07,8.41785222131327e-07,6.80325498264936e-07
"L3.Two.component.system",-1.88650899560897e-08,-2.00792752125246e-08,1.46605030439515e-08,4.10202842897788e-08
"L3.Type.I.diabetes.mellitus",1.02280385402424e-07,4.75878478555485e-07,3.18827717021714e-06,1.64927240445184e-06
"L3.Type.II.diabetes.mellitus",6.54422440680826e-08,6.95710716086215e-08,1.42235768629591e-06,1.99732912668373e-06
"L3.Tyrosine.metabolism",-1.05404372335409e-07,-7.47170491985408e-08,1.34331676355097e-07,1.84771970806196e-07
"L3.Ubiquinone.and.other.terpenoid.quinone.biosynthesis",-2.17029089267032e-07,-1.32188318117051e-07,1.80955237971078e-07,1.55345745971732e-07
"L3.Ubiquitin.system",-4.56474993291877e-07,-2.64370997006342e-06,1.77901605084243e-06,1.02424523036344e-06
"L3.VEGF.signaling.pathway",NA,NA,NA,NA
"L3.Valine..leucine.and.isoleucine.biosynthesis",1.36072477575125e-07,-6.89762474387435e-10,1.11525157942564e-07,8.72634120925937e-08
"L3.Valine..leucine.and.isoleucine.degradation",-1.33757122184688e-07,-8.38192605902234e-08,1.58821532570232e-07,1.98126937502089e-07
"L3.Various.types.of.N.glycan.biosynthesis",0.03201971087525,0.0273782263593235,0.00594436188461673,-0.00900864830960255
"L3.Vascular.smooth.muscle.contraction",NA,NA,NA,NA
"L3.Vasopressin.regulated.water.reabsorption",0.0723573611575432,0.0212772704212102,0.00474023890813227,-0.0133569801316328
"L3.Vibrio.cholerae.infection",-0.0142026788442433,-0.0179291086920984,0.00975678129574938,0.0275236542557217
"L3.Vibrio.cholerae.pathogenic.cycle",-5.65895344648667e-07,-5.09645680738943e-07,2.62489247512877e-07,1.01982578606823e-06
"L3.Viral.myocarditis",0.00359027868092285,0.000140136333234755,8.4704536689392e-05,-0.000198794055250567
"L3.Vitamin.B6.metabolism",-5.26766404295973e-07,-2.85663545730455e-07,3.82187209848788e-07,3.24189942708534e-07
"L3.Wnt.signaling.pathway",-0.0428614449605625,-0.0479651210900146,0.0319699548932642,0.0630806046266648
"L3.Xylene.degradation",7.35435033621711e-07,-2.42808904785142e-07,3.66852106697215e-07,6.96265716204219e-07
"L3.Zeatin.biosynthesis",-2.95178275505796e-06,5.75439504510934e-07,3.03527620633991e-06,1.43227674684627e-06
"L3.alpha.Linolenic.acid.metabolism",-9.15503482975934e-07,-1.48747833594694e-06,1.06675262101784e-06,1.56688927946115e-06
"L3.beta.Alanine.metabolism",-2.84238733714044e-07,-1.31044870014153e-07,1.8780126577106e-07,2.83795509179242e-07
"L3.beta.Lactam.resistance",2.05246494282064e-06,2.20791961846482e-07,3.24833438773502e-06,-1.6837800105723e-07
"L3.mRNA.surveillance.pathway",NA,NA,NA,NA
"L3.mTOR.signaling.pathway",NA,NA,NA,NA
"L3.p53.signaling.pathway",0.00359027868092285,0.000140136333234755,8.4704536689392e-05,-0.000198794055250567
